id,title,startyear,endyear,rating
19820,Free Comic Book Day 2015 (Avengers) (2015 - Present),2015,2099,
19821,Free Comic Book Day 2015 (Secret Wars) (2015 - Present),2015,2099,
19850,Amazing Spider-Man Special (2015 - Present),2015,2099,
19851,Nova Annual (2015 - Present),2015,2099,
1988,Avengers Annual (1967 - 1994),1967,1994,
1992,Avengers: Ultron Imperative (2001),2001,2001,
1994,Black Widow (1999),1999,1999,
19973,Deadpool & Cable: Split Second (2015 - Present),2015,2099,Parental Advisory
1998,Captain America Comics (1941 - 1954),1941,1954,
19987,Avengers: Operation Hydra (2015 - Present),2015,2099,
2000,Captain Marvel (1968 - 1979),1968,1979,
20007,X-Men '92 (2015 - Present),2015,2099,Rated T
20012,ALL-NEW CAPTAIN AMERICA SPECIAL (2015 - Present),2015,2099,
20015,Inhuman Special (2015 - Present),2015,2099,
20016,Max Ride: First Flight (2015 - Present),2015,2099,
2002,Daredevil (1964 - 1998),1964,1998,
20023,Avengers: Millennium (2015 - Present),2015,2099,Rated T+
20038,Inhuman Annual (2015 - Present),2015,2099,
20039,Inhuman Annual (2015 - Present),2015,2099,
20045,Powers Firsts (2015 - Present),2015,2099,
20048,True Believers: Age of Apocalypse (2015 - Present),2015,2099,
20049,True Believers: Age of Ultron (2015 - Present),2015,2099,
2005,Deadpool (1997 - 2002),1997,2002,
20050,True Believers: Armor Wars (2015 - Present),2015,2099,
20051,True Believers: Civil War (2015 - Present),2015,2099,
20052,True Believers: House of M (2015 - Present),2015,2099,
20053,True Believers: Infinity Gauntlet (2015 - Present),2015,2099,
20054,True Believers: Marvel Zombies (2015 - Present),2015,2099,
20055,True Believers: Miles Morales (2015 - Present),2015,2099,
20056,True Believers: Old Man Logan (2015 - Present),2015,2099,
20057,True Believers: Planet Hulk (2015 - Present),2015,2099,
20060,Avengers Vs (2015 - Present),2015,2099,
20065,Captain America: White (2015 - Present),2015,2099,Rated T+
2007,Doom (2000),2000,2000,
20070,Korvac Saga (2015 - Present),2015,2099,Rated T+
20087,Ant-Man: Larger than Life (2015 - Present),2015,2099,
20088,Groot (2015 - Present),2015,2099,Rated T
20090,Guardians of Knowhere (2015 - Present),2015,2099,Rated T
20092,Night Nurse (2015 - Present),2015,2099,
20093,Star-Lord and Kitty Pryde (2015 - Present),2015,2099,Rated T
20097,Deadpool Vs. Thanos (2015 - Present),2015,2099,Parental Advisory
20104,Classic Star Wars: Han Solo At Stars' End (1997),1997,1997,
20105,Classic Star Wars: The Early Adventures (1994 - 1995),1994,1995,
20106,Free Comic Book Day: Star Wars (2005),2005,2005,
20107,Sergio Aragonés Stomps Star Wars (2000),2000,2000,
20108,Star Wars (1977 - 1986),1977,1986,
20109,Star Wars (1998 - 2002),1998,2002,
2011,Excalibur (1988 - 1998),1988,1998,
20110,Star Wars (2013 - 2014),2013,2014,T+
20111,Star Wars Annual (1979 - 1983),1979,1983,
20113,Star Wars Handbook 1: X-Wing Rogue Squadron (1998),1998,1998,
20114,Star Wars Handbook 2: Crimson Empire (1998),1998,1998,
20115,Star Wars Handbook 3: Dark Empire (1998),1998,1998,
20116,Star Wars Infinities: A New Hope (2001),2001,2001,
20117,Star Wars Infinities: Return Of The Jedi (2003 - 2004),2003,2004,
20118,Star Wars Infinities: The Empire Strikes Back (2002),2002,2002,
20119,Star Wars Tales (1999 - 2005),1999,2005,
2012,Fantastic Four Annual (1963 - 1994),1963,1994,
20120,Star Wars: A New Hope Manga (1998),1998,1998,
20121,Star Wars: A Valentine Story (2003),2003,2003,
20123,Star Wars: Agent Of The Empire - Iron Eclipse (2011 - 2012),2011,2012,
20124,Star Wars: Blood Ties (2010),2010,2010,
20125,Star Wars: Blood Ties - Boba Fett Is Dead (2012),2012,2012,
20126,Star Wars: Boba Fett (1997),1997,1997,
20127,Star Wars: Boba Fett - Agent Of Doom (2000),2000,2000,
20128,Star Wars: Boba Fett - Bounty On Bar-Kooda (1995),1995,1995,
20129,Star Wars: Boba Fett - Enemy Of The Empire (1999),1999,1999,
20130,Star Wars: Boba Fett - Murder Most Foul (1997),1997,1997,
20131,Star Wars: Boba Fett - Overkill (2006),2006,2006,
20132,Star Wars: Boba Fett - Twin Engines Of Destruction (1997),1997,1997,
20133,Star Wars: Boba Fett - When The Fat Lady Swings (1996),1996,1996,
20134,Star Wars: Chewbacca (2000),2000,2000,
20135,Star Wars: Crimson Empire (1997 - 1998),1997,1998,
20136,Star Wars: Crimson Empire Ii - Council Of Blood (1998 - 1999),1998,1999,
20137,Star Wars: Crimson Empire Iii - Empire Lost (2011 - 2012),2011,2012,
20138,Star Wars: Dark Empire (1991 - 1992),1991,1992,
20139,Star Wars: Dark Empire II (1994 - 1995),1994,1995,
2014,Giant Size Invaders (1975),1975,1975,
20140,Star Wars: Dark Force Rising (1997),1997,1997,
20141,Star Wars: Dark Times (2006 - 2010),2006,2010,
20142,Star Wars: Dark Times - A Spark Remains (2013),2013,2013,
20143,Star Wars: Dark Times - Fire Carrier (2013),2013,2013,
20144,Star Wars: Dark Times - Out Of The Wilderness (2011 - 2012),2011,2012,
20147,Star Wars: Darth Maul - Son Of Dathomir (2014),2014,2014,
20148,Star Wars: Darth Vader And The Cry Of Shadows (2013 - 2014),2013,2014,
20149,Star Wars: Darth Vader And The Ghost Prison (2012),2012,2012,
20150,Star Wars: Darth Vader And The Lost Command (2011),2011,2011,
20151,Star Wars: Darth Vader And The Ninth Assassin (2013),2013,2013,
20152,Star Wars: Dawn Of The Jedi (2012),2012,2012,
20153,Star Wars: Dawn Of The Jedi - Force Storm (2012),2012,2012,
20154,Star Wars: Dawn Of The Jedi - Force War (2013 - 2014),2013,2014,
20155,Star Wars: Dawn Of The Jedi - Prisoner Of Bogan (2012 - 2013),2012,2013,
20157,Star Wars: Droids (1994),1994,1994,
20158,Star Wars: Droids (1995),1995,1995,
20160,Star Wars: Droids Special (1995),1995,1995,
20162,Star Wars: Empire'S End (1995),1995,1995,
20163,Star Wars: Episode I - Anakin Skywalker (1999),1999,1999,
20164,Star Wars: Episode I - Obi-Wan Kenobi (1999),1999,1999,
20165,Star Wars: Episode I - Queen Amidala (1999),1999,1999,
20166,Star Wars: Episode I - Qui-Gon Jinn (1999),1999,1999,
20167,Star Wars: Episode I - The Phantom Menace (1999),1999,1999,
20168,Star Wars: Episode I - The Phantom Menace Manga (1999 - 2000),1999,2000,
20169,Star Wars: Episode Ii - Attack Of The Clones (2002),2002,2002,
20170,Star Wars: Episode Iii - Revenge Of The Sith (2005),2005,2005,
20172,Star Wars: General Grievous (2005),2005,2005,
20173,Star Wars: Heir To The Empire (1995 - 1996),1995,1996,
20174,Star Wars: Invasion (2009),2009,2009,
20175,Star Wars: Invasion - Rescues (2010),2010,2010,
20176,Star Wars: Invasion - Revelations (2011),2011,2011,
20177,Star Wars: Jabba The Hutt - Betrayal (1995),1995,1995,
20178,Star Wars: Jabba The Hutt - The Dynasty Trap (1995),1995,1995,
20179,Star Wars: Jabba The Hutt - The Gaar Suppoon Hit (1995),1995,1995,
20180,Star Wars: Jabba The Hutt - The Hunger Of Princess Nampi (1995),1995,1995,
20182,Star Wars: Jango Fett - Open Seasons (2002),2002,2002,
20183,Star Wars: Jedi - Aayla Secura (2003),2003,2003,
20184,Star Wars: Jedi - Count Dooku (2003),2003,2003,
20185,Star Wars: Jedi - Mace Windu (2003),2003,2003,
20186,Star Wars: Jedi - Shaak Ti (2003),2003,2003,
20187,Star Wars: Jedi - The Dark Side (2011),2011,2011,
20188,Star Wars: Jedi - Yoda (2004),2004,2004,
20189,Star Wars: Jedi Academy - Leviathan (1998 - 1999),1998,1999,
20190,Star Wars: Jedi Council - Acts Of War (2000),2000,2000,
20191,Star Wars: Jedi Quest (2001),2001,2001,
20192,Star Wars: Jedi Vs. Sith (2001),2001,2001,
20193,Star Wars: Knight Errant (2010 - 2011),2010,2011,
20194,Star Wars: Knight Errant - Deluge (2011),2011,2011,
20195,Star Wars: Knight Errant - Escape (2012),2012,2012,
20196,Star Wars: Knights Of The Old Republic (2006 - 2010),2006,2010,
20197,Star Wars: Knights Of The Old Republic - War (2012),2012,2012,
20198,Star Wars: Knights Of The Old Republic Handbook (2007),2007,2007,
2020,Human Torch (1940 - 1954),1940,1954,
20200,Star Wars: Legacy (2006 - 2010),2006,2010,
20201,Star Wars: Legacy (2013 - 2014),2013,2014,
20202,Star Wars: Legacy - War (2010 - 2011),2010,2011,
20203,Star Wars: Lost Tribe Of The Sith - Spiral (2012),2012,2012,
20204,Star Wars: Mara Jade - By The Emperor'S Hand (1998 - 1999),1998,1999,
20205,Star Wars: Obsession (2004 - 2005),2004,2005,
20206,Star Wars: Purge (2005),2005,2005,
20207,Star Wars: Purge - Seconds To Die (2009),2009,2009,
20208,Star Wars: Purge - The Hidden Blade (2010),2010,2010,
20209,Star Wars: Purge - The Tyrant'S Fist (2012 - 2013),2012,2013,
20210,Star Wars: Qui-Gon & Obi-Wan - Last Stand On Ord Mantell (2000 - 2001),2000,2001,
20211,Star Wars: Qui-Gon & Obi-Wan - The Aurorient Express (2002),2002,2002,
20212,Star Wars: Rebel Heist (2014),2014,2014,
20213,Star Wars: Rebellion (2006 - 2008),2006,2008,
20214,Star Wars: Republic (2002 - 2006),2002,2006,
20215,Star Wars: Return Of The Jedi (1983 - 1984),1983,1984,
20216,Star Wars: Return Of The Jedi Manga (1999),1999,1999,
20217,Star Wars: River Of Chaos (1995),1995,1995,
20218,Star Wars: Shadow Stalker (1997),1997,1997,
20219,Star Wars: Shadows Of The Empire (1996),1996,1996,
20220,Star Wars: Shadows Of The Empire - Evolution (1998),1998,1998,
20221,Star Wars: Splinter Of The Mind'S Eye (1995 - 1996),1995,1996,
20222,Star Wars: Starfighter - Crossbones (2002),2002,2002,
20223,Star Wars: Tag & Bink Are Dead (2001),2001,2001,
20224,Star Wars: Tag & Bink Ii (2006),2006,2006,
20225,Star Wars: Tales From Mos Eisley (1996),1996,1996,
20226,Star Wars: Tales Of The Jedi (1993 - 1994),1993,1994,
20227,Star Wars: Tales Of The Jedi - Dark Lords Of The Sith (1994 - 1995),1994,1995,
20228,Star Wars: Tales Of The Jedi - Redemption (1998),1998,1998,
20229,Star Wars: Tales Of The Jedi - The Fall Of The Sith Empire (1997),1997,1997,
20230,Star Wars: Tales Of The Jedi - The Freedon Nadd Uprising (1994),1994,1994,
20231,Star Wars: Tales Of The Jedi - The Golden Age Of The Sith (1996 - 1997),1996,1997,
20232,Star Wars: Tales Of The Jedi - The Sith War (1995 - 1996),1995,1996,
20233,Star Wars: The Bounty Hunters - Aurra Sing (1999),1999,1999,
20234,Star Wars: The Bounty Hunters - Kenix Kil (1999),1999,1999,
20235,Star Wars: The Bounty Hunters - Scoundrel'S Wages (1999),1999,1999,
20236,Star Wars: The Empire Strikes Back Manga (1999),1999,1999,
20237,Star Wars: The Force Unleashed (2008),2008,2008,
20239,Star Wars: The Jabba Tape (1998),1998,1998,
20240,Star Wars: The Last Command (1997 - 1998),1997,1998,
20242,Star Wars: The Old Republic (2010),2010,2010,
20243,Star Wars: The Old Republic - The Lost Suns (2011),2011,2011,
20244,Star Wars: Underworld - The Yavin Vassilika (2000 - 2001),2000,2001,
20245,Star Wars: Union (1999 - 2000),1999,2000,
20246,Star Wars: Vader'S Quest (1999),1999,1999,
20247,Star Wars: X-Wing Rogue Leader (2005),2005,2005,
20248,Star Wars: X-Wing Rogue Squadron (1995 - 1998),1995,1998,
20249,Star Wars: X-Wing Rogue Squadron Special (1995),1995,1995,
20251,The Star Wars (2013 - 2014),2013,2014,
20252,Star Wars Visionaries (2005),2005,2005,
20253,Star Wars: A New Hope - Special Edition (1997),1997,1997,
20254,Star Wars: Dark Times - Blue Harvest (2009),2009,2009,
20256,Figment 2 (2015 - Present),2015,2099,All Ages
20258,Karnak (2015 - Present),2015,2099,Rated T+
2026,Inhumans (1998 - 1999),1998,1999,
20261,Red Skull (2015 - Present),2015,2099,Rated T+
20269,Spider-Island (2015 - Present),2015,2099,Rated T
2027,Inhumans (2000),2000,2000,
2028,Invaders Annual (1977),1977,1977,
2031,J2 (1998 - 1999),1998,1999,
2035,Magneto Rex (1999),1999,1999,
2036,Marvel Boy (2000 - 2001),2000,2001,
20365,Marvel Universe Guardians of the Galaxy (2015 - Present),2015,2099,All Ages
2039,Marvel Comics Presents (1988 - 1995),1988,1995,
20432,Amazing Spider-Man (2015 - Present),2015,2099,Rated T
20437,The Astonishing Ant-Man (2015 - Present),2015,2099,Rated T+
20441,Ant-Man Annual (2015 - Present),2015,2099,
20442,Ant-Man: Last Days (2015 - Present),2015,2099,
20443,"All-New, All-Different Avengers (2015 - Present)",2015,2099,Rated T+
2045,Marvel Premiere (1972 - 1981),1972,1981,
20457,Doctor Strange (2015 - Present),2015,2099,Rated T+
20460,Extraordinary X-Men (2015 - Present),2015,2099,Rated T+
20465,Guardians of the Galaxy (2015 - Present),2015,2099,Rated T
20468,All-New Hawkeye (2015 - Present),2015,2099,Rated T+
20471,Howard the Duck (2015 - Present),2015,2099,Rated T+
20476,INVINCIBLE IRON MAN (2015 - Present),2015,2099,Rated T+
20493,Rocket Raccoon & Groot (2016 - Present),2016,2099,Rated T
20499,Silk (2015 - Present),2015,2099,Rated T
2050,Ms. Marvel (1977 - 1979),1977,1979,
20505,Spider-Gwen (2015 - Present),2015,2099,Rated T
20511,Spider-Man 2099 (2015 - Present),2015,2099,Rated T
20517,Squadron Supreme (2015 - Present),2015,2099,Rated T+
20527,Mighty Thor (2015 - Present),2015,2099,Rated T+
20535,Contest of Champions (2015 - Present),2015,2099,Rated T
20538,All-New Captain America Special (2015),2015,2015,
20544,Agent Carter: S.H.I.E.L.D. 50th Anniversary (2015 - Present),2015,2099,
20545,THE CAVALRY: S.H.I.E.L.D. 50TH ANNIVERSARY (2015 - Present),2015,2099,
20546,Fury: S.H.I.E.L.D. 50th Anniversary (2015 - Present),2015,2099,
20547,Mockingbird: S.H.I.E.L.D. 50th Anniversary (2015 - Present),2015,2099,
20549,Quake: S.H.I.E.L.D. 50th Anniversary (2015 - Present),2015,2099,
20550,Secret Wars: Agents of Atlas (2015 - Present),2015,2099,
20552,Illuminati (2015 - Present),2015,2099,Rated T+
20555,Avengers: Celestial Quest (2001 - Present),2001,2099,
20563,Agent Carter: S.H.I.E.L.D. 50th Anniversary (2015 - Present),2015,2099,
20564,Agent May: S.H.I.E.L.D. 50th Anniversary (2015 - Present),2015,2099,
2057,Onslaught: Marvel Universe (1996),1996,1996,
20577,Fury: S.H.I.E.L.D. 50th Anniversary (2015 - Present),2015,2099,
20591,Quake: S.H.I.E.L.D. 50th Anniversary (2015 - Present),2015,2099,
2060,Peter Parker: Spider-Man (1999 - 2003),1999,2003,
20605,Secret Wars Journal (2015),2015,2015,T+
20606,A-Force (2016 - Present),2016,2099,Rated T+
20613,Deadpool (2015 - Present),2015,2099,Parental Advisory
20614,The Totally Awesome Hulk (2015 - Present),2015,2099,Rated T
20615,Ms. Marvel (2015 - Present),2015,2099,Rated T+
20618,Spider-Woman (2015 - Present),2015,2099,Rated T+
20619,Star-Lord (2015 - Present),2015,2099,Rated T
20620,The Unbeatable Squirrel Girl (2015 - Present),2015,2099,Rated T
20621,Uncanny Avengers (2015 - Present),2015,2099,Rated T
20622,All-New X-Men (2015 - Present),2015,2099,Rated T+
2065,The Punisher: War Zone (1992 - 1995),1992,1995,
20654,Avengers Presented By Western Union (2015),2015,2015,
20657,IRON MAN in REMOTE POSSIBILITIES  (2015),2015,2015,
20659,Lando (2015 - Present),2015,2099,
2066,Sentry (2000 - 2001),2000,2001,
2067,Sgt. Fury and His Howling Commandos (1963 - 1974),1963,1974,
2068,Silver Surfer (1988 - 1989),1988,1989,
20681,All-New Inhumans (2015 - Present),2015,2099,Rated T+
20682,All-New Wolverine (2015 - Present),2015,2099,Parental Advisory
20683,"ALL-NEW, ALL-DIFFERENT MARVEL POINT ONE  (2015 - Present)",2015,2099,
20694,Amazing Spider-Man (2015 - Present),2015,2099,Rated T
20696,Angela: Queen of Hel (2015 - Present),2015,2099,Rated T+
2070,Spider-Man 2099 (1992 - 1996),1992,1996,
2071,Spider-Man's Tangled Web (2001 - 2003),2001,2003,
20711,Captain America: Sam Wilson (2015 - Present),2015,2099,Rated T
20720,Carnage (2015 - Present),2015,2099,Rated T+
2073,Spider-Woman (1978 - 1983),1978,1983,
2076,Strange Tales (1951 - 1968),1951,1968,
2077,Sub-Mariner Comics (1941 - 1955),1941,1955,
20780,Daredevil (2015 - Present),2015,2099,Rated T+
20786,Darth Vader Annual (2015 - Present),2015,2099,
20788,Black Knight (2015 - Present),2015,2099,Rated T+
20801,Drax (2015 - Present),2015,2099,Rated T+
20807,Guardians of Infinity (2015 - Present),2015,2099,Rated T
20812,Hercules (2015 - Present),2015,2099,Rated T+
20815,Howling Commandos of S.H.I.E.L.D. (2015 - Present),2015,2099,Rated T+
20830,Marvel Super Hero Contest of Champions (2015 - Present),2015,2099,
20831,Marvel Super Hero Spectacular (2015 - Present),2015,2099,
20834,Marvel Universe Ultimate Spider-Man Spider-Verse (2015 - Present),2015,2099,All Ages
20839,Moon Girl and Devil Dinosaur (2015 - Present),2015,2099,Rated T
20841,New Avengers (2015 - Present),2015,2099,Rated T+
20844,Nova (2015 - Present),2015,2099,Rated T
20845,"Patsy Walker, A.K.A. Hellcat! (2015 - Present)",2015,2099,Rated T
20849,Red Wolf (2015 - Present),2015,2099,Rated T+
2085,Universe X (2000 - 2001),2000,2001,
20854,Scarlet Witch (2015 - Present),2015,2099,Rated T+
2086,Universe X: Beasts (2001),2001,2001,
20861,Spidey (2015 - Present),2015,2099,Rated T
20869,Starbrand & Nightmask (2015 - Present),2015,2099,Rated T+
2088,Untold Tales of Spider-Man (1995 - 1997),1995,1997,
20887,True Believers: Captain Marvel (2015 - Present),2015,2099,
20888,True Believers: Ms. Marvel (2015 - Present),2015,2099,
20890,Ultimates (2015 - Present),2015,2099,Rated T+
20896,Venom: Space Knight (2015 - Present),2015,2099,Rated T+
20897,Vision (2015 - Present),2015,2099,Rated T+
20900,Web Warriors (2015 - Present),2015,2099,Rated T+
20903,Weirdworld (2015 - Present),2015,2099,Rated T+
2091,Warlock (1972 - 1976),1972,1976,
20917,True Believers: Silk (2015 - Present),2015,2099,
20918,True Believers: The Unbeatable Squirrel Girl (2015 - Present),2015,2099,
2092,Web of Spider-Man (1985 - 1995),1985,1995,
20928,Star Wars Annual (2015 - Present),2015,2099,
2093,Webspinners: Tales of Spider-Man (1999 - 2000),1999,2000,
20930,Star Wars: Vader Down (2015 - Present),2015,2099,
20933,Max Ride: Ultimate Flight (2015 - Present),2015,2099,Rated T
20934,Uncanny Avengers Annual (2015 - Present),2015,2099,
20938,Avengers Vs Infinity (2015 - Present),2015,2099,
2095,What If? (1977 - 1984),1977,1984,
21018,Marvel's Captain America: Civil War Prelude (2015 - Present),2015,2099,Rated T+
21020,Obi-Wan and Anakin (2016 - Present),2016,2099,Rated T
21033,Gwenpool Special (2015 - Present),2015,2099,
21067,Marvel's Jessica Jones (2015),2015,2015,
2108,Incredible Hulk: The End (2002),2002,2002,
2111,Avengers Forever (1998 - 2001),1998,2001,
21129,Star Wars Movie Sampler (2015 - Present),2015,2099,
2113,Adventures Into Fear (1970 - 1975),1970,1975,
2114,All-Winners Comics (1941 - 1947),1941,1947,
2115,Black Panther (1998 - 2003),1998,2003,
21152,What If? Infinity- Inhumans (2015),2015,2015,
21153,What If? Infinity- X-Men (2015),2015,2015,
21154,What If? Infinity- Guardians of the Galaxy (2015),2015,2015,
21155,What If? Infinity- Dark Reign (2015),2015,2015,
2119,Fantastic Five (1999 - 2000),1999,2000,
21326,"Secret Wars, Too (2015)",2015,2015,
21328,Guidebook to the Marvel Cinematic Universe- Marvel’s Incredible Hulk/Marvel’s Iron Man 2 (2015),2015,2015,
21402,Guidebook to the Marvel Cinematic Universe - Marvel’s Thor (2015),2015,2015,
21443,Mythos: X-Men (2006),2006,2006,
21469,Mythos: Hulk (2006),2006,2006,
2265,X-Men (1991 - 2001),1991,2001,
2288,Silver Surfer (1987 - 1998),1987,1998,
2296,Thunderbolts (1997 - 2003),1997,2003,
2300,Marvel Super-Heroes (1967 - 1982),1967,1982,
2308,Civil War Sketchbook (2006),2006,2006,
2311,Ultimate Marvel Team-Up (2001 - 2002),2001,2002,
2316,Civil War: Choosing Sides (2006),2006,2006,
2320,X-Men: Evolution (2001 - 2002),2001,2002,
2402,X-Men: Endangered Species (2007),2007,2007,T
2432,X-Men: First Class (2007 - 2008),2007,2008,A
2504,Nova (2007 - 2010),2007,2010,T
2525,Mystic Arcana (2007 - 2008),2007,2008,T
2576,Marvel Knights (2000 - 2001),2000,2001,
2582,Hulk: Future Imperfect (1992 - 1993),1992,1993,
2643,"Shanna, the She-Devil: Survival of the Fittest (2007)",2007,2007,Parental Advisory
2725,Tales of Suspense Transport (1959 - 1968),1959,1968,
2815,Marvel Comics Presents (2007 - 2008),2007,2008,Rated a
2902,Daredevil Annual (1967 - 1994),1967,1994,T
2979,USA Comics (1941 - 1945),1941,1945,
2981,Marvel Mystery Comics (1939 - 1949),1939,1949,
2983,Incredible Hulk Annual (1968 - 1994),1968,1994,
2984,Amazing Spider-Man Annual (1964 - 2009),1964,2009,
2987,Amazing Fantasy (1962),1962,1962,
2989,Sub-Mariner (1968 - 1974),1968,1974,
3308,Thanos Vol. 3: Marvel Universe - The End (2003),2003,2003,
3309,The Sentry (2000 - 2001),2000,2001,
3310,Ultimate Spider-Man Vol. 3: Double Trouble (2001),2001,2001,
3312,Ultimate X-Men Vol. 7: Blockbuster (2006),2006,2006,
3313,Ultimates Vol. 1: Super-Human (2006),2006,2006,
3314,What If? Classic Vol. 4 (2007),2007,2007,
3316,X-Factor Visionaries: Peter David Vol. 4 (2007),2007,2007,
3317,X-Men: Children of the Atom (1999),1999,1999,
3318,X-Men: Phoenix - Warsong (2006),2006,2006,
3319,X-Men: The Complete Onslaught Epic Vol. 4 (2009),2009,2009,
3321,X-Treme X-Men Vol. 6: Intifada (2004),2004,2004,
3422,World War Hulk: Aftersmash! - Damage Control (2008),2008,2008,T+
357,Storm (2006),2006,2006,
361,Franklin Richards: Son of a Genius in Tons of Fun (1999),1999,1999,
3618,Amazing X-Men (1995),1995,1995,
3620,A-Next (1998 - 1999),1998,1999,A
3623,Avengers West Coast (1985 - 1994),1985,1994,
3642,X-Man Annual (1996 - 1997),1996,1997,
3654,Warlock and the Infinity Watch (1992 - 1995),1992,1995,
3656,Universe X: Spidey (2001),2001,2001,
3658,Union Jack (1998 - 1999),1998,1999,
3673,The Buzz (2000),2000,2000,
3675,Tales from the Age of Apocalyspse: By the Lig (1996 - 1997),1996,1997,
3676,Tales from the Age of Apocalypse: Sinster Blo (1997),1997,1997,
3682,Spider-Man: Revenge of the Green Goblin (2000 - 2002),2000,2002,
3684,Squadron Supreme: Death of a Universe (1999),1999,1999,
3685,Squadron Supreme: New World Order (1999),1999,1999,
3689,Spider-Girl Annual (1999),1999,1999,
3691,Skrull Kill Krew (1995),1995,1995,
3693,"Shanna, the She-Devil (1972 - 1973)",1972,1973,
3704,New X-Men Annual (2001),2001,2001,
3706,Maximum Security: Dangerous Planet (2000),2000,2000,
3711,Marvelous Adventures of Gus Beezer & Spider-Man (2004),2004,2004,
3713,Marvelous Adventures of Gus Beezer: Spider-Man (2003),2003,2003,
3716,Marvel Team-Up (1972 - 1985),1972,1985,
3722,Killraven (2002 - 2003),2002,2003,
3736,Excalibur: Mojo Mayhem (1989),1989,1989,
3745,Dazzler (1981 - 1986),1981,1986,
3746,Darkdevil (2000),2000,2000,
3753,Bishop: The Last X-Man (1999 - 2001),1999,2001,
3754,X-Men Legacy (2008 - 2012),2008,2012,T+
378,Earth X (1999),1999,1999,
3824,Lords of Avalon: Sword of Darkness (2008),2008,2008,Parental Advisory
3897,Daredevil: The Man Without Fear (1993),1993,1993,
3899,Legion of Monsters (1975),1975,1975,
3900,Onslaught: X-Men (1996),1996,1996,
3901,Wild Thing (1999),1999,1999,
3904,Civil War: The Confession (2007),2007,2007,
3910,Mythos: Fantastic Four (2007),2007,2007,
3911,Mythos: Ghost Rider (2007),2007,2007,
3912,Mythos: Spider-Man (2007),2007,2007,
3913,Free Comic Book Day (Spider-Man) (2007),2007,2007,
3918,X-Men: First Class Special (2007),2007,2007,
3942,Mythos: Captain America (2008),2008,2008,Rated a
3953,Logan (2008),2008,2008,Parental Advisory
4002,Cable (2008 - 2010),2008,2010,T
4011,Free Comic Book Day (2008),2008,2008,All Ages
4070,Penance: Relentless (2008),2008,2008,
417,Spider-Girl (1998 - 2006),1998,2006,All Ages
449,Daredevil (1998 - 2011),1998,2011,T
454,Amazing Spider-Man (1999 - 2013),1999,2013,T+
458,Actor Presents Spider-Man and the Incredible Hulk (2003),2003,2003,Marvel Psr
465,Incredible Hulk (1999 - 2008),1999,2008,T
4773,X-Men: Clan Destine (1996),1996,1996,
478,Human Torch (2003 - 2004),2003,2004,MARVEL PSR
4864,Avengers/Invaders (2008 - 2009),2008,2009,Rated T
4990,Marvel Illustrated: The Three Musketeers (2008 - 2009),2008,2009,Rated a
5105,Ultimate Spider-Man (Spanish Language Edition) (2000 - 2001),2000,2001,A
5106,Ultimate X-Men (Spanish Language Edition) (2000 - 2009),2000,2009,T
5202,Marvel Adventures Super Heroes (2008 - 2010),2008,2010,All Ages
551,Ant-Man (2003 - 2004),2003,2004,Parental Advisory/Explicit Content
5642,Marvel Apes (2008),2008,2008,Rated T+
574,Elektra (2001 - 2004),2001,2004,Marvel Psr
581,Thor (1998 - 2004),1998,2004,Marvel Psr
5858,Big Hero Six Sketchbook (2008),2008,2008,
5958,Amazing Spider-Man Annual (2008),2008,2008,Rated a
6005,March on Ultimatum Saga (2008 - Present),2008,2037,Rated T+
6079,Adam: Legend of the Blue Marvel (2008),2008,2008,Rated T
6131,Punisher War Journal Annual (2008),2008,2008,Rated T+
6159,Franklin Richards: Sons of Genuises (2008),2008,2008,All Ages
6172,Thor: Man of War (2008),2008,2008,Rated T+
6188,Avengers: The Initiative Special (2008),2008,2008,Rated T+
6193,X-Men: Pixies and Demons Director's (2008),2008,2008,Rated T+
6194,Eternals Annual (2008 - 2009),2008,2009,Rated T+
6196,Weapon X: First Class (2008 - 2009),2008,2009,Rated a
6203,Marvel Illustrated: Kidnapped! (2008 - 2009),2008,2009,Rated T+
6204,Daredevil & Captain America: Dead on Arrival (2008),2008,2008,Mature
6252,Iron Fist (1975 - 1977),1975,1977,
6259,Iron Man: Fast Friends (2008),2008,2008,
6260,Incredible Hulk: The Fury Files (2008),2008,2008,T+
6261,Weapon X: First Class (Gambit) (2008 - 2009),2008,2009,
6348,X-Men/Spider-Man (2008 - 2009),2008,2009,
646,X-Treme X-Men (2001 - 2004),2001,2004,Marvel Psr
6479,"The Marvels Channel: Monsters, Myths, and Marvels (2008)",2008,2008,
649,Gun Theory (2003),2003,2003,Parental Advisory/Explicit Content
6603,Uncanny X-Men Annual (1999),1999,1999,Rated T+
6663,Excalibur: Weird War III (1990),1990,1990,
6667,Bug (1997),1997,1997,
6680,Onslaught: Epilogue (1997),1997,1997,
6684,Spider-Man: Death & Destiny (2000 - 2010),2000,2010,
6688,X-51 (1999 - 2000),1999,2000,
6689,X-Factor Annual (1986 - 1994),1986,1994,
6690,X-Men: Road to Onslaught (1996),1996,1996,
6691,X-Men: Search for Cyclops (2000 - 2001),2000,2001,
6692,Dark Reign: New National Special (2008),2008,2008,
6693,Wolverine: Agent of Atlas (2008 - 2009),2008,2009,
6695,Franklin Richards: Franklin's Birthday! (2008),2008,2008,
6696,Astonishing Tales: Wolverine/Punisher (2008 - 2009),2008,2009,
6697,Astonishing Tales: Iron Man 2020 (2009),2009,2009,T
